pathway,NES,padj,size
Glycosaminoglycan Biosynthetic Process (GO:0006024),0.9358893180173686,0.8731974363327026,58
Regulation Of Cardiac Muscle Contraction (GO:0055117),0.9358400486084619,0.8676538467407227,35
Cellular Response To Magnesium Ion (GO:0071286),0.9357722451099384,0.8658391833305359,5
Stress Granule Assembly (GO:0034063),0.9357498019519761,0.8695361018180847,24
Aromatic Compound Biosynthetic Process (GO:0019438),0.9353883610595289,0.8673783540725708,5
Regulation Of Male Gonad Development (GO:2000018),0.9352708433517872,0.8685665130615234,6
Icosanoid Metabolic Process (GO:0006690),0.9352013202764846,0.8708354830741882,52
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.9349952152391224,0.8695361018180847,16
Regulation Of Cell Division (GO:0051302),0.9348116785038095,0.881502628326416,83
Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),0.9347490488784134,0.8685418963432312,20
Translational Termination (GO:0006415),0.9345304631343047,0.868345320224762,8
P-body Assembly (GO:0033962),0.9342885792411262,0.8652364611625671,11
Cobalamin Transport (GO:0015889),0.9342552823677945,0.869208037853241,8
Proteoglycan Catabolic Process (GO:0030167),0.9340407071128233,0.8658391833305359,6
Metanephric Mesenchyme Development (GO:0072075),0.9335672283673948,0.8705247640609741,10
Peptidyl-Serine Dephosphorylation (GO:0070262),0.9334099765096953,0.8717787265777588,9
Nuclear Envelope Organization (GO:0006998),0.9333264948861875,0.8708354830741882,17
Endodermal Cell Fate Commitment (GO:0001711),0.9329377213079172,0.8717787265777588,9
Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912),0.9329317680729751,0.8717787265777588,45
Regulation Of Cell-Matrix Adhesion (GO:0001952),0.9328578213781037,0.877498984336853,65
Response To Lipid (GO:0033993),0.9328386530681378,0.8981197476387024,110
Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151),0.9327103387854403,0.8717787265777588,12
Positive Regulation Of Autophagosome Assembly (GO:2000786),0.9326509977530645,0.8717787265777588,16
Regulation Of Mitochondrial mRNA Stability (GO:0044528),0.932292281489663,0.8740754723548889,6
Positive Regulation Of Metabolic Process (GO:0009893),0.9322754493479268,0.8955768346786499,108
Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524),0.9321624717626561,0.8685665130615234,8
Neuron Differentiation (GO:0030182),0.9320564246081788,0.8966569304466248,173
HALLMARK_SPERMATOGENESIS,0.9319777514377106,0.8891105651855469,135
Peptidyl-Arginine Modification (GO:0018195),0.9319333271095366,0.8708354830741882,6
Ear Development (GO:0043583),0.9318135335168699,0.8720323443412781,5
Protein O-linked Glycosylation Via Serine (GO:0018242),0.9316415709380409,0.8717787265777588,9
Fructose Transmembrane Transport (GO:0015755),0.9316259412863838,0.8673783540725708,7
Regulation Of Cellular Extravasation (GO:0002691),0.9314322063034327,0.8673783540725708,9
Epoxygenase P450 Pathway (GO:0019373),0.9310900658507288,0.8717787265777588,17
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),0.9309845235909532,0.8673783540725708,26
Transcription-Coupled Nucleotide-Excision Repair (GO:0006283),0.9309695432258523,0.8685418963432312,8
Spliceosomal Complex Assembly (GO:0000245),0.9308563908345364,0.8895784020423889,62
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),0.9307123935822224,0.8673783540725708,23
Histone H2A-K119 Monoubiquitination (GO:0036353),0.9306822331411125,0.8705247640609741,6
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),0.9305957532756353,0.8673783540725708,22
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),0.9305957532756353,0.8673783540725708,22
Chitin Catabolic Process (GO:0006032),0.9303868818381335,0.8720323443412781,5
Chitin Metabolic Process (GO:0006030),0.9303868818381335,0.8720323443412781,5
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),0.9302923363479966,0.8720323443412781,30
Positive Regulation Of Catalytic Activity (GO:0043085),0.9299755758655461,0.8717787265777588,40
Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304),0.9294824151175609,0.8739572763442993,18
Regulation Of Protein Modification Process (GO:0031399),0.9284155898735781,0.8771307468414307,45
Negative Regulation Of Interferon-Beta Production (GO:0032688),0.9280149315018366,0.8673783540725708,10
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269),0.9275918470192623,0.8717787265777588,32
Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744),0.9275831603324447,0.8752779960632324,17
Sphingoid Metabolic Process (GO:0046519),0.9275370319882447,0.8685418963432312,11
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),0.9274211263721157,0.8720323443412781,37
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),0.927408818210135,0.9043757915496826,174
Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),0.9273971360221143,0.8720323443412781,17
Monocyte Chemotaxis (GO:0002548),0.9272597344003615,0.8760237693786621,42
Regulation Of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway (GO:1903376),0.9270804390881422,0.8717787265777588,6
Histone Lysine Methylation (GO:0034968),0.9269851410432337,0.8717787265777588,32
protein-DNA Covalent Cross-Linking Repair (GO:0106300),0.926736855086768,0.8717787265777588,6
Serine Family Amino Acid Catabolic Process (GO:0009071),0.9265550971543904,0.8823761940002441,9
Cellular Modified Amino Acid Catabolic Process (GO:0042219),0.9264493306360505,0.8669927716255188,13
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.926387922469737,0.8931397199630737,85
Sensory Perception Of Sound (GO:0007605),0.9262090369947558,0.8921012282371521,92
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),0.9261025077881725,0.8717787265777588,27
Folic Acid Metabolic Process (GO:0046655),0.9259187669351834,0.8720323443412781,12
Trigeminal Nerve Development (GO:0021559),0.9258066668651106,0.8764803409576416,5
Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175),0.9257288189983492,0.8673783540725708,12
Monoacylglycerol Biosynthetic Process (GO:0006640),0.9257159636205753,0.8781337738037109,6
Organophosphate Biosynthetic Process (GO:0090407),0.9255513760862926,0.8717787265777588,34
Positive Regulation Of Developmental Process (GO:0051094),0.9254963853334038,0.9141772985458374,233
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",0.925334960993943,0.8720323443412781,23
Non-Canonical Wnt Signaling Pathway (GO:0035567),0.925231751957819,0.8763545751571655,41
interleukin-17A-mediated Signaling Pathway (GO:0038173),0.925214329649787,0.8717787265777588,5
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025),0.9248827887449397,0.8691971898078918,12
Response To Acidic pH (GO:0010447),0.9246268761649891,0.8651794791221619,17
Cardiac Muscle Cell Membrane Repolarization (GO:0099622),0.9246141405277192,0.8755108118057251,10
Mitochondrial tRNA Modification (GO:0070900),0.9244845764006772,0.8720323443412781,7
Positive Regulation Of Membrane Potential (GO:0045838),0.9240714588273391,0.8895784020423889,7
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),0.9238024322893269,0.8720323443412781,15
Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912),0.9236224060939195,0.8705247640609741,14
snRNA Transcription By RNA Polymerase II (GO:0042795),0.9235459376545682,0.8731974363327026,10
Response To Estradiol (GO:0032355),0.9230514920987414,0.8814234137535095,31
Stabilization Of Membrane Potential (GO:0030322),0.9230317904134911,0.8763545751571655,16
Regulation Of mRNA Polyadenylation (GO:1900363),0.9229293392539387,0.8705247640609741,10
Chromosome Condensation (GO:0030261),0.9228488596206164,0.8760802745819092,32
Regulation Of Wound Healing (GO:0061041),0.9227294988489984,0.8800192475318909,47
Membrane Fusion (GO:0061025),0.9224567384872355,0.8785484433174133,28
Regulation Of Resting Membrane Potential (GO:0060075),0.9224328435060515,0.8720323443412781,5
Regulation Of Cell Killing (GO:0031341),0.9220458592388195,0.8760802745819092,8
Negative Regulation Of MAP Kinase Activity (GO:0043407),0.9218103802693007,0.8754252195358276,51
Peptidyl-Threonine Modification (GO:0018210),0.9215284584778409,0.8876931071281433,66
Positive Regulation Of Epithelial Cell Migration (GO:0010634),0.9213264684006466,0.8989737629890442,95
Methionine Metabolic Process (GO:0006555),0.9210127154648676,0.8760802745819092,7
Rescue Of Stalled Ribosome (GO:0072344),0.9210103992212129,0.8708354830741882,23
Regulation Of Natural Killer Cell Activation (GO:0032814),0.9207937005438241,0.8717787265777588,16
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),0.9206000381262974,0.8918517827987671,83
Negative Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569),0.9204551268515799,0.8790470957756042,5
Regulation Of Cholesterol Efflux (GO:0010874),0.920383491087683,0.8802125453948975,32
Morphogenesis Of An Epithelium (GO:0002009),0.9202128315502646,0.8802125453948975,29
Positive Regulation Of Protein Binding (GO:0032092),0.9202064751577682,0.8924117088317871,59
Dense Core Granule Cytoskeletal Transport (GO:0099519),0.9198987492294011,0.8731974363327026,6
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),0.919671374779868,0.9149762988090515,186
Alpha-Amino Acid Biosynthetic Process (GO:1901607),0.9196011997124891,0.8724451661109924,10
Histone Ubiquitination (GO:0016574),0.9193262141332549,0.8824098706245422,9
Regulation Of I-kappaB Phosphorylation (GO:1903719),0.9191765367287011,0.8811467885971069,6
snRNA Transcription (GO:0009301),0.9190877162958312,0.8717787265777588,12
Positive Regulation Of Adipose Tissue Development (GO:1904179),0.9187678376579899,0.8777034282684326,7
Aminophospholipid Transport (GO:0015917),0.9185796224035461,0.8814234137535095,5
Cellular Response To Metal Ion (GO:0071248),0.9183906555049411,0.8989737629890442,135
Actin Filament Organization (GO:0007015),0.9183474335669519,0.9138039350509644,144
Positive Regulation Of DNA Demethylation (GO:1901537),0.9181808410826303,0.8802125453948975,7
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),0.917999993707249,0.8763545751571655,18
Negative Regulation Of Cytokinesis (GO:0032466),0.9176318223631625,0.8724998831748962,5
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),0.9175284622447611,0.8955768346786499,79
Ubiquinone Biosynthetic Process (GO:0006744),0.9173804260893929,0.8763545751571655,13
Positive Regulation Of Insulin Secretion (GO:0032024),0.9171869783500907,0.8795819878578186,40
Regulation Of Glucose Import (GO:0046324),0.9169844405813204,0.8869894742965698,36
Myoblast Fusion (GO:0007520),0.9169255925712733,0.8748579621315002,18
Positive Regulation Of Neuron Migration (GO:2001224),0.9168178013390973,0.8726162314414978,12
Regulation Of NMDA Receptor Activity (GO:2000310),0.916742108688999,0.8741413354873657,16
Gamma-Aminobutyric Acid Metabolic Process (GO:0009448),0.9167403103648962,0.8824098706245422,5
Negative Regulation Of Lens Fiber Cell Differentiation (GO:1902747),0.9166755032922169,0.8823946118354797,5
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.9163556385458749,0.8817217946052551,34
Protein K11-linked Deubiquitination (GO:0035871),0.9162492488427117,0.8810828924179077,9
Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712),0.9162173708743463,0.8810680508613586,5
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),0.91597635339205,0.8822282552719116,17
Negative Regulation Of Smooth Muscle Cell Differentiation (GO:0051151),0.9159436513987117,0.882047176361084,8
Amide Biosynthetic Process (GO:0043604),0.9156392684505168,0.8834535479545593,51
Primary Neural Tube Formation (GO:0014020),0.9156286126367681,0.8802125453948975,28
C-terminal Protein Amino Acid Modification (GO:0018410),0.9154980036197419,0.8760237693786621,12
Nucleoside Diphosphate Metabolic Process (GO:0009132),0.9154216017795518,0.8824098706245422,8
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),0.915353821419152,0.8717787265777588,30
Regulation Of Protein Phosphorylation (GO:0001932),0.9151622927448082,0.9393910765647888,265
Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),0.9151507823550645,0.8844826221466064,40
Tryptophan Metabolic Process (GO:0006568),0.9145168704162394,0.8763545751571655,7
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),0.9141400694708142,0.8933138847351074,69
Negative Regulation Of Leukocyte Chemotaxis (GO:0002689),0.9141119216158082,0.8824098706245422,11
Regulation Of Lamellipodium Organization (GO:1902743),0.9140860160398975,0.8771307468414307,13
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),0.9140785107682641,0.8731974363327026,16
Positive Regulation Of MAP Kinase Activity (GO:0043406),0.9136558447794567,0.9018675684928894,91
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),0.9135658847912388,0.9585498571395874,456
Response To Reactive Oxygen Species (GO:0000302),0.9135606244936175,0.8933138847351074,66
Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532),0.9129437981818976,0.8781337738037109,16
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),0.9128429520566086,0.8918517827987671,63
Vesicle-Mediated Transport In Synapse (GO:0099003),0.9126883432657206,0.8720323443412781,18
Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),0.9125650958001045,0.8814234137535095,19
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),0.9121279085918422,0.8720323443412781,12
Mesoderm Development (GO:0007498),0.9121116168435789,0.8810828924179077,19
Radial Glial Cell Differentiation (GO:0060019),0.9120292567256693,0.8845207095146179,5
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),0.9120145593126038,0.9621114134788513,452
Negative Regulation Of TORC1 Signaling (GO:1904262),0.911974601936517,0.8760802745819092,25
Spermidine Metabolic Process (GO:0008216),0.9119695287944956,0.8834535479545593,7
Norepinephrine Metabolic Process (GO:0042415),0.911752654405612,0.8824098706245422,7
Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897),0.9116063165716883,0.8802125453948975,13
Regulation Of Cytokinesis (GO:0032465),0.9114361893556829,0.8924117088317871,80
Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909),0.9112121026368423,0.8834535479545593,6
Negative Regulation Of Intracellular Transport (GO:0032387),0.9111525994059319,0.8855130672454834,7
Relaxation Of Muscle (GO:0090075),0.9110467304667343,0.8901243209838867,13
Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961),0.9110101885113299,0.8825488686561584,6
Negative Regulation Of Cell Cycle Phase Transition (GO:1901988),0.9108765781149147,0.8720323443412781,12
Toxin Transport (GO:1901998),0.9108136628795621,0.8835290670394897,9
Regulation Of Defense Response To Bacterium (GO:1900424),0.9104264276588929,0.8824098706245422,8
Negative Regulation Of Phosphorylation (GO:0042326),0.9103834123695227,0.8991348743438721,75
Regulation Of Protein Neddylation (GO:2000434),0.9100983664198867,0.8781663179397583,18
Negative Regulation Of Cardiocyte Differentiation (GO:1905208),0.9093117136110291,0.8825488686561584,6
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),0.9092386643599418,0.8844918608665466,31
Regulation Of Cell Motility (GO:2000145),0.9091406543050914,0.9147624373435974,123
Inhibition Of Cysteine-Type Endopeptidase Activity (GO:0097340),0.9089284286204571,0.8835290670394897,7
Negative Regulation Of Protein Modification Process (GO:0031400),0.908829624808435,0.8924117088317871,78
Regulation Of Macrophage Migration (GO:1905521),0.9087857194379294,0.8790470957756042,8
Positive Regulation Of Collagen Metabolic Process (GO:0010714),0.9087347647920331,0.8825488686561584,16
Negative Regulation Of Wnt Signaling Pathway (GO:0030178),0.9086908756997933,0.9270200729370117,140
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),0.9082491268778221,0.8755108118057251,40
Phospholipid Catabolic Process (GO:0009395),0.9078059958642822,0.8844918608665466,28
Kidney Morphogenesis (GO:0060993),0.9076366217238658,0.8844918608665466,5
Membrane Assembly (GO:0071709),0.9074210674241088,0.8876931071281433,38
Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911),0.9073808194363635,0.8825488686561584,14
Regulation Of Actin Filament-Based Process (GO:0032970),0.9071287581835105,0.8991348743438721,70
Positive Regulation Of Calcium Ion Transport (GO:0051928),0.9068794110052567,0.8824098706245422,29
Cellular Response To Calcium Ion (GO:0071277),0.906764122788973,0.8924117088317871,69
Protein Localization To Membrane (GO:0072657),0.9065116948016436,0.9342164993286133,192
Positive Regulation Of Cell Cycle Phase Transition (GO:1901989),0.906482250266855,0.8844918608665466,17
T-helper 2 Cell Differentiation (GO:0045064),0.9064752199527827,0.8825488686561584,5
Kynurenine Metabolic Process (GO:0070189),0.9064363312380018,0.8812677264213562,8
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388),0.9063935663255892,0.8780997395515442,7
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.9060682455458864,0.8907954692840576,45
Cell Projection Organization (GO:0030030),0.9058352718700065,0.8870899677276611,20
Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190),0.9057233932871284,0.8902938365936279,11
Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767),0.9055822523921324,0.8844918608665466,5
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341),0.9054684376812335,0.8876931071281433,12
Synaptic Vesicle Membrane Organization (GO:0048499),0.9053656308943614,0.8870899677276611,14
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886),0.9050757515381651,0.8835290670394897,19
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),0.9050757515381651,0.8835290670394897,19
Peptidyl-Lysine Trimethylation (GO:0018023),0.905032972921643,0.8790470957756042,15
ERBB Signaling Pathway (GO:0038127),0.9048066794272197,0.8870899677276611,54
Phosphorylation (GO:0016310),0.9048013913450863,0.962426483631134,429
Visual Perception (GO:0007601),0.904503213079576,0.9154781103134155,101
Axon Extension (GO:0048675),0.9044946866331306,0.8800192475318909,23
Cellular Response To Decreased Oxygen Levels (GO:0036294),0.9043236405028784,0.9018675684928894,73
DNA Strand Resection Involved In Replication Fork Processing (GO:0110025),0.9041256418443824,0.8848468065261841,6
Regulation Of Vasculature Development (GO:1901342),0.9040697443808632,0.8844918608665466,30
Regulation Of JUN Kinase Activity (GO:0043506),0.9038457312459807,0.8924117088317871,43
Acylglycerol Catabolic Process (GO:0046464),0.9037883138780307,0.8844918608665466,24
Regulation Of Ruffle Assembly (GO:1900027),0.9035806911324743,0.8824098706245422,24
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.9033300715160556,0.9416543841362,207
Cellular Response To Peptide (GO:1901653),0.903168756586062,0.8955768346786499,56
Negative Regulation Of Transcription By Competitive Promoter Binding (GO:0010944),0.903101525009227,0.8870899677276611,9
Positive Regulation Of Wnt Signaling Pathway (GO:0030177),0.9023489938328331,0.9184594750404358,109
Positive Regulation Of Cell Killing (GO:0031343),0.9022057587501721,0.8924117088317871,6
Mitotic DNA Integrity Checkpoint Signaling (GO:0044774),0.9020976914268373,0.8760802745819092,12
Phagocytosis (GO:0006909),0.9012533963842976,0.8998684287071228,69
Lipid Droplet Disassembly (GO:1905691),0.9008423905081079,0.8891105651855469,5
Positive Regulation Of Cell Cycle (GO:0045787),0.9007870476501928,0.8957844376564026,65
"Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)",0.9004532415494069,0.8924117088317871,6
"Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)",0.9004532415494069,0.8924117088317871,6
"Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)",0.9004532415494069,0.8924117088317871,6
"Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)",0.9004532415494069,0.8924117088317871,6
Stress Fiber Assembly (GO:0043149),0.9003930930117512,0.8825488686561584,14
Contractile Actin Filament Bundle Assembly (GO:0030038),0.9003930930117512,0.8825488686561584,14
Protein Heterotetramerization (GO:0051290),0.9003590768936178,0.8825488686561584,12
Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956),0.9002312939487278,0.8741586804389954,8
Regulation Of Gene Expression (GO:0010468),0.8999817810521116,0.9953625202178955,1127
Positive Regulation Of MAPK Cascade (GO:0043410),0.8999252410280197,0.9621114134788513,310
Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),0.8995742700533591,0.8869894742965698,20
Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573),0.8994919013006654,0.8814234137535095,14
Cellular Response To Hypoxia (GO:0071456),0.8990434360598709,0.9077779650688171,72
Response To Fatty Acid (GO:0070542),0.8988798724480406,0.8891105651855469,19
Protein Kinase B Signaling (GO:0043491),0.8987843563165806,0.8904256224632263,24
Positive Regulation Of Glucose Metabolic Process (GO:0010907),0.8984936384936285,0.8876931071281433,15
Purine Nucleobase Metabolic Process (GO:0006144),0.8984598682046805,0.8844918608665466,9
Ribonucleoside Bisphosphate Metabolic Process (GO:0033875),0.8981787327696598,0.8875713348388672,25
Purine Nucleoside Bisphosphate Metabolic Process (GO:0034032),0.8981787327696598,0.8875713348388672,25
Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902423),0.8980577121955157,0.8901243209838867,7
Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902425),0.8980577121955157,0.8901243209838867,7
Protein K27-linked Ubiquitination (GO:0044314),0.8976879194773546,0.8845207095146179,7
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.8974129099956104,0.8920186161994934,38
Regulation Of Acrosome Reaction (GO:0060046),0.8972892399903422,0.8876931071281433,12
Fatty Acid Beta-Oxidation (GO:0006635),0.8972886638799095,0.8966569304466248,49
Positive Regulation Of Phosphorylation (GO:0042327),0.8968849716375623,0.9481950402259827,231
Surfactant Homeostasis (GO:0043129),0.8962886865625159,0.8885900974273682,10
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.8962757484778191,0.9428689479827881,200
Gland Morphogenesis (GO:0022612),0.8961864059622757,0.8924117088317871,6
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),0.8961304787331598,0.8955768346786499,48
Negative Regulation Of Ossification (GO:0030279),0.8961197087287126,0.8924117088317871,24
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),0.8958136398000338,0.8924022316932678,12
Dendrite Extension (GO:0097484),0.895804879980346,0.8812677264213562,5
2-Oxoglutarate Metabolic Process (GO:0006103),0.8956348975438381,0.8891105651855469,14
Regulation Of Intestinal Cholesterol Absorption (GO:0030300),0.895438497408856,0.8924117088317871,6
Detection Of Bacterium (GO:0016045),0.8952300406004013,0.8892362713813782,12
Regulation Of Store-Operated Calcium Entry (GO:2001256),0.8951084387577832,0.8870899677276611,9
Ceramide Biosynthetic Process (GO:0046513),0.8950577362638314,0.8924117088317871,42
Positive Regulation Of Lipid Metabolic Process (GO:0045834),0.8946881758652417,0.8918517827987671,24
Regulation Of Stress Fiber Assembly (GO:0051492),0.8943150205281764,0.909365177154541,75
Mitotic DNA Replication Checkpoint Signaling (GO:0033314),0.8942651129360831,0.8885572552680969,9
Protein K63-linked Deubiquitination (GO:0070536),0.8941247136969034,0.8933138847351074,33
Quinone Biosynthetic Process (GO:1901663),0.8940051789778277,0.8825488686561584,12
Protein O-linked Glycosylation (GO:0006493),0.8939410703134726,0.919660747051239,93
Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665),0.8939063986865906,0.8916388154029846,10
Spindle Assembly (GO:0051225),0.8938441474447361,0.9140062928199768,81
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601),0.8935454820713985,0.8901243209838867,7
Positive Regulation Of Leukocyte Proliferation (GO:0070665),0.8931271860599949,0.8857854008674622,17
Protein Depolymerization (GO:0051261),0.8930331392127632,0.8924022316932678,28
Induction Of Positive Chemotaxis (GO:0050930),0.8928836474569254,0.8955768346786499,10
Positive Regulation Of Signaling Receptor Activity (GO:2000273),0.8927781989194737,0.8945138454437256,36
Positive Regulation Of Secretion By Cell (GO:1903532),0.8920593482856589,0.9123436808586121,73
Positive Regulation Of miRNA Transcription (GO:1902895),0.8919796825946431,0.9043757915496826,43
Aromatic Amino Acid Family Catabolic Process (GO:0009074),0.8918948226086076,0.8904256224632263,10
Lipid Droplet Organization (GO:0034389),0.8912815077049574,0.8931397199630737,29
Regulation Of Complement-Dependent Cytotoxicity (GO:1903659),0.8911807251310537,0.8901243209838867,9
Regulation Of Synapse Maturation (GO:0090128),0.8907170346210637,0.8924117088317871,10
succinyl-CoA Catabolic Process (GO:1901289),0.8907108669662057,0.8834535479545593,5
Positive Regulation Of Pinocytosis (GO:0048549),0.8905695379223043,0.8977875113487244,6
Regulation Of Memory T Cell Differentiation (GO:0043380),0.8902108432632693,0.8933138847351074,9
RNA Destabilization (GO:0050779),0.8901425466317221,0.8844918608665466,19
Mitochondrion Morphogenesis (GO:0070584),0.8901394389971158,0.8920186161994934,9
Negative Regulation Of Protein Ubiquitination (GO:0031397),0.8901274207213177,0.8933138847351074,54
Tongue Development (GO:0043586),0.8899655927654597,0.8924117088317871,5
Establishment Of Protein Localization To Chromatin (GO:0071169),0.8898937568750106,0.8929806351661682,8
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),0.8894592126011454,0.8924022316932678,17
CENP-A Containing Chromatin Assembly (GO:0034080),0.8893366237999651,0.8869894742965698,6
Chromatin Remodeling At Centromere (GO:0031055),0.8893366237999651,0.8869894742965698,6
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),0.8890795374161617,0.8895784020423889,26
NAD Metabolic Process (GO:0019674),0.8888243515388109,0.8857854008674622,22
Positive Regulation Of Macrophage Differentiation (GO:0045651),0.888767873983744,0.8901243209838867,10
Relaxation Of Cardiac Muscle (GO:0055119),0.8886645412664689,0.8924117088317871,12
Positive Regulation Of Cellular Extravasation (GO:0002693),0.8885541517957998,0.8885572552680969,12
Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043),0.888529155445696,0.8921399116516113,21
Positive Regulation Of DNA-templated Transcription (GO:0045893),0.8884085444850081,0.9964361190795898,1243
HALLMARK_MYOGENESIS,0.8883323496054599,0.9450240731239319,200
Negative Regulation Of Digestive System Process (GO:0060457),0.8881854652761597,0.8834535479545593,6
Negative Regulation Of Signaling (GO:0023057),0.8880300361124412,0.8910652995109558,28
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),0.8869844531547987,0.8848468065261841,14
Negative Regulation Of Cilium Assembly (GO:1902018),0.8867665848781553,0.8924117088317871,14
Endothelial Cell Migration (GO:0043542),0.8867157343549487,0.8955768346786499,40
Protein Acetylation (GO:0006473),0.8866756986583251,0.8955768346786499,29
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),0.886255588879674,0.9428689479827881,137
tRNA Pseudouridine Synthesis (GO:0031119),0.8862488046128953,0.8870899677276611,5
Apoptotic Nuclear Changes (GO:0030262),0.886192759337112,0.8924117088317871,16
Regulation Of Carbohydrate Metabolic Process (GO:0006109),0.8861598161918947,0.8885572552680969,15
Negative Regulation Of Telomere Capping (GO:1904354),0.8860808911033635,0.8931397199630737,6
Protein Localization To Microtubule (GO:0035372),0.8860382015636257,0.8910476565361023,9
Regulation Of Glomerular Filtration (GO:0003093),0.8858706194523605,0.8920186161994934,5
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.8857591347107691,0.8978385925292969,36
Steroid Catabolic Process (GO:0006706),0.8857508793962375,0.8924117088317871,12
