pathway,NES,padj,size
Response To Tumor Necrosis Factor (GO:0034612),0.8857120620389107,0.9361522197723389,108
Response To Calcium Ion (GO:0051592),0.8856721156823542,0.9297267198562622,106
Purine Nucleobase Transport (GO:0006863),0.8855714896170319,0.8924117088317871,8
Arginine Catabolic Process (GO:0006527),0.8852196110773074,0.8924117088317871,7
Glycogen Metabolic Process (GO:0005977),0.8850920134433021,0.8892362713813782,19
Negative Regulation Of Phosphatase Activity (GO:0010923),0.884896962956738,0.8933138847351074,16
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044),0.8848918581537076,0.89400315284729,14
Positive Regulation Of Vesicle Fusion (GO:0031340),0.8846716988534358,0.8957828283309937,5
Regulation Of Neurotransmitter Receptor Activity (GO:0099601),0.8846115874909393,0.9018675684928894,42
Regulation Of Sprouting Angiogenesis (GO:1903670),0.8840599062800899,0.901415228843689,33
DNA Replication-Dependent Chromatin Assembly (GO:0006335),0.883783804846304,0.894818902015686,5
Cellular Response To Corticosteroid Stimulus (GO:0071384),0.8836573817996736,0.8945138454437256,15
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),0.8835631446897985,0.9217663407325745,71
Positive Regulation Of Chromatin Binding (GO:0035563),0.8834274410136389,0.894938051700592,8
Neuron Development (GO:0048666),0.8828935427460036,0.9423649907112122,150
Glutathione Catabolic Process (GO:0006751),0.88282915463214,0.8945138454437256,7
RNA Polyadenylation (GO:0043631),0.8822312944843863,0.8924117088317871,25
Basement Membrane Organization (GO:0071711),0.8821611531855938,0.8981197476387024,10
Inositol Metabolic Process (GO:0006020),0.8819180905059225,0.8902938365936279,6
"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)",0.8815024726343412,0.8931397199630737,14
Cochlea Morphogenesis (GO:0090103),0.8814827491072785,0.8931980133056641,11
Histone mRNA Catabolic Process (GO:0071044),0.8809323277138429,0.8987563848495483,14
Aggrephagy (GO:0035973),0.8808043467302746,0.8966569304466248,6
Glycosphingolipid Biosynthetic Process (GO:0006688),0.8804925585982063,0.8955768346786499,19
Regulation Of NK T Cell Proliferation (GO:0051140),0.8803538624062448,0.8901243209838867,6
Regulation Of Lymphocyte Migration (GO:2000401),0.8802009996389238,0.8929806351661682,12
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),0.8799975237265373,0.8924117088317871,15
Aspartate Family Amino Acid Biosynthetic Process (GO:0009067),0.8799257902984364,0.9023342728614807,7
Regulation Of Mitotic Cytokinesis (GO:1902412),0.8798797319057791,0.8931397199630737,6
Reticulophagy (GO:0061709),0.8797449267589551,0.8931397199630737,16
Regulation Of Cell-Substrate Adhesion (GO:0010810),0.879659304536042,0.9079504013061523,44
Positive Regulation Of Muscle Hypertrophy (GO:0014742),0.8795795389016681,0.8875713348388672,16
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),0.8795779462111476,0.8924117088317871,25
Cellular Response To Prostaglandin E Stimulus (GO:0071380),0.8791921717774847,0.9018675684928894,6
Positive Regulation Of Interleukin-13 Production (GO:0032736),0.8791288143941182,0.8997614979743958,10
Monoatomic Ion Transport (GO:0006811),0.8787115929789935,0.9312936663627625,107
Cytoplasmic Sequestering Of Protein (GO:0051220),0.8786345740378885,0.897124171257019,13
Steroid Metabolic Process (GO:0008202),0.8784427155540545,0.9201168417930603,92
ATP Transport (GO:0015867),0.8777590252795466,0.8997614979743958,13
Positive Regulation Of Autophagy (GO:0010508),0.8777545534371468,0.938784658908844,107
mRNA Polyadenylation (GO:0006378),0.8774835059719844,0.8924117088317871,24
Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910),0.8774025225051902,0.8986748456954956,9
Xenobiotic Transport (GO:0042908),0.8773188083557565,0.8955768346786499,20
Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677),0.877248232817564,0.8924117088317871,27
Regulation Of Tooth Mineralization (GO:0070170),0.8770728720693719,0.8997614979743958,5
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089),0.8770520337980504,0.8991348743438721,7
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),0.8768941664480084,0.9381622672080994,114
Positive Regulation Of Lipoprotein Particle Clearance (GO:0010986),0.876846546546466,0.8997614979743958,5
NADH Metabolic Process (GO:0006734),0.8766396527863215,0.8987563848495483,7
Regulatory ncRNA Processing (GO:0070918),0.8763382158056444,0.9018675684928894,35
Cellular Response To Insulin Stimulus (GO:0032869),0.8760982040211462,0.9373079538345337,99
Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),0.8758974120706509,0.9023342728614807,33
Regulation Of Chromatin Binding (GO:0035561),0.8747674871195027,0.8955768346786499,10
Sensory Perception Of Light Stimulus (GO:0050953),0.874612975231976,0.9299202561378479,102
Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679),0.8744884454229978,0.8998324871063232,21
Gap Junction Assembly (GO:0016264),0.8737131827359196,0.8955768346786499,6
Cyclooxygenase Pathway (GO:0019371),0.873633223051566,0.8984177112579346,8
Regulation Of Neural Precursor Cell Proliferation (GO:2000177),0.8734081684389895,0.8955768346786499,22
Cellular Response To Nutrient Levels (GO:0031669),0.8731155752392793,0.924768328666687,78
Inorganic Anion Transport (GO:0015698),0.8718728647180223,0.9199256300926208,58
Regulation Of Fertilization (GO:0080154),0.8718095351890912,0.9023342728614807,8
Regulation Of Lipid Biosynthetic Process (GO:0046890),0.8716932000856281,0.8997614979743958,28
Positive Regulation Of Antigen Processing And Presentation (GO:0002579),0.8714226302879482,0.8955768346786499,5
Positive Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002606),0.8714226302879482,0.8955768346786499,5
Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),0.8712497311281957,0.9358336925506592,83
Keratinocyte Proliferation (GO:0043616),0.8711019849726307,0.9025822877883911,6
Response To Lipoteichoic Acid (GO:0070391),0.8710441372013495,0.9077779650688171,5
Cellular Response To Lipoteichoic Acid (GO:0071223),0.8710441372013495,0.9077779650688171,5
Protein Localization To Microtubule Cytoskeleton (GO:0072698),0.8709393090269862,0.9058667421340942,9
Negative Regulation Of MAPK Cascade (GO:0043409),0.8709135698809755,0.9423649907112122,105
Cerebral Cortex Cell Migration (GO:0021795),0.8709062743313983,0.9054681658744812,5
Dephosphorylation (GO:0016311),0.8705490271785712,0.9469691514968872,147
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.8702529050363936,0.8991348743438721,11
Response To Transforming Growth Factor Beta (GO:0071559),0.8700176544962489,0.9147624373435974,38
Activin Receptor Signaling Pathway (GO:0032924),0.8700014840280527,0.8973603844642639,16
Heparan Sulfate Proteoglycan Catabolic Process (GO:0030200),0.8693640369746015,0.8924117088317871,5
Positive Regulation Of Filopodium Assembly (GO:0051491),0.869240267622248,0.8997614979743958,27
Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207),0.8674792095028061,0.901415228843689,8
Programmed Necrotic Cell Death (GO:0097300),0.8674566790543637,0.9023342728614807,11
Positive Regulation Of Calcium-Mediated Signaling (GO:0050850),0.8673011659194269,0.8984177112579346,12
Negative Regulation Of DNA Metabolic Process (GO:0051053),0.8671198254708886,0.9136191010475159,49
Positive Regulation Of Cation Transmembrane Transport (GO:1904064),0.867068390125629,0.9043757915496826,18
Nuclear Migration (GO:0007097),0.8667822778227233,0.8984177112579346,16
Lymphocyte Migration (GO:0072676),0.8661927579105014,0.916234016418457,41
poly-N-acetyllactosamine Metabolic Process (GO:0030309),0.8660956779629735,0.9066072106361389,5
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013),0.8658972358011795,0.9018675684928894,14
Positive Regulation Of Cytoskeleton Organization (GO:0051495),0.8658100235785469,0.9352777600288391,79
Regulation Of Transmembrane Transport (GO:0034762),0.8654684197839725,0.9018675684928894,32
Regulation Of Protein Targeting To Membrane (GO:0090313),0.8654303834618166,0.9103291630744934,28
Negative Regulation Of Angiogenesis (GO:0016525),0.8654108421869434,0.9369482398033142,86
Vitamin Transport (GO:0051180),0.8647918233722547,0.9149762988090515,39
Regulation Of Cortisol Biosynthetic Process (GO:2000064),0.8646489010131736,0.9018675684928894,6
Glycine Transport (GO:0015816),0.8644920722273072,0.9039114713668823,10
Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),0.8643650973648599,0.9127291440963745,12
Positive Regulation Of Protein Modification Process (GO:0031401),0.8643641963794987,0.968630313873291,225
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.8640767498574363,0.9362549781799316,70
Cellular Response To Alcohol (GO:0097306),0.863918036845556,0.9263279438018799,53
Negative Regulation Of Cyclase Activity (GO:0031280),0.8637445168955485,0.8991348743438721,11
Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045),0.8635460514837725,0.9089323878288269,6
SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),0.8632731209177205,0.9168263673782349,43
Regulation Of Lipoprotein Lipase Activity (GO:0051004),0.8632008243362841,0.9023342728614807,15
Positive Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905065),0.8627721878112656,0.9018675684928894,5
Intermediate Filament Bundle Assembly (GO:0045110),0.8627100673509954,0.9055635929107666,7
Response To Estrogen (GO:0043627),0.862282606745093,0.9150453209877014,34
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),0.861897679062129,0.9077779650688171,23
Regulation Of Neuron Differentiation (GO:0045664),0.8615501360301768,0.9381622672080994,79
Negative Regulation Of Adenylate Cyclase Activity (GO:0007194),0.8613910878758319,0.8987341523170471,10
Interleukin-12-Mediated Signaling Pathway (GO:0035722),0.8605963139243589,0.916387140750885,8
Tube Closure (GO:0060606),0.8605703706295657,0.9018675684928894,29
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),0.8602640321011057,0.968630313873291,246
Regulation Of Glucagon Secretion (GO:0070092),0.8602137257888237,0.9043757915496826,5
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),0.8592769350799268,0.9073969125747681,33
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),0.8592727370051397,0.9039114713668823,21
Acylglycerol Biosynthetic Process (GO:0046463),0.8591256766063197,0.907616138458252,22
Diol Metabolic Process (GO:0034311),0.8591034053113524,0.9023342728614807,10
Negative Regulation Of Sequestering Of Triglyceride (GO:0010891),0.859048846458246,0.9107540249824524,5
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),0.8586720993974158,0.9295211434364319,51
Negative Regulation Of Macrophage Activation (GO:0043031),0.8584642478559126,0.9149762988090515,15
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),0.8582067583047788,0.9103291630744934,10
Calcium Ion Import (GO:0070509),0.858159241533952,0.9023351073265076,12
Positive Regulation Of Regulated Secretory Pathway (GO:1903307),0.8580100468682196,0.9147624373435974,12
Positive Regulation Of Cilium Assembly (GO:0045724),0.857909710925381,0.9149762988090515,22
Positive Regulation Of Protein Acetylation (GO:1901985),0.8573875160466087,0.9023342728614807,9
Positive Regulation Of Memory T Cell Differentiation (GO:0043382),0.8572581268068393,0.9163774847984314,8
Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120),0.8572317737028483,0.9023342728614807,8
Response To Steroid Hormone (GO:0048545),0.8571803885719316,0.9123436808586121,29
Protein Geranylgeranylation (GO:0018344),0.8565728822145753,0.9201430678367615,5
Integrated Stress Response Signaling (GO:0140467),0.8563579469724388,0.9150453209877014,29
Peptidyl-Serine Phosphorylation (GO:0018105),0.8559838734457004,0.9625669121742249,158
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),0.8559509091779306,0.9079504013061523,29
Actin Filament Bundle Assembly (GO:0051017),0.8558391430660615,0.9150453209877014,33
Peptidyl-Serine Modification (GO:0018209),0.8555817038251443,0.9634825587272644,166
Regulation Of Actin Filament Length (GO:0030832),0.8555449828867316,0.9116008877754211,9
Protein Deubiquitination (GO:0016579),0.8554690347599166,0.9428689479827881,112
Nucleoside Transport (GO:0015858),0.855343187816604,0.9141772985458374,5
I-kappaB Phosphorylation (GO:0007252),0.8551156335349056,0.9103291630744934,9
Negative Regulation Of Stress Fiber Assembly (GO:0051497),0.8550957500310452,0.9029895663261414,25
Receptor Metabolic Process (GO:0043112),0.8550587869650583,0.9150453209877014,20
HALLMARK_TGF_BETA_SIGNALING,0.854768703697354,0.9417563080787659,54
Receptor-Mediated Endocytosis (GO:0006898),0.8543434328428635,0.9541793465614319,122
Organic Anion Transport (GO:0015711),0.8538151682261578,0.942419171333313,89
"Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)",0.8533979195850733,0.9065461158752441,9
Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155),0.8533525975995878,0.9123436808586121,25
Transferrin Transport (GO:0033572),0.8532011802512787,0.9103291630744934,9
Negative Regulation Of Amino Acid Transport (GO:0051956),0.8530880304501965,0.9181481599807739,5
Benzene-Containing Compound Metabolic Process (GO:0042537),0.8526855397858767,0.9060720801353455,7
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),0.8526734650037259,0.938784658908844,90
Protein Localization To Site Of Double-Strand Break (GO:1990166),0.8523356389710932,0.9071045517921448,5
Endosomal Vesicle Fusion (GO:0034058),0.85213479847803,0.916387140750885,10
Positive Regulation Of Protein Maturation (GO:1903319),0.8513308004563538,0.916387140750885,11
Regulation Of Interleukin-1-Mediated Signaling Pathway (GO:2000659),0.8508149585753358,0.9149762988090515,5
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),0.8507980607181079,0.9147624373435974,22
snRNA Transcription By RNA Polymerase III (GO:0042796),0.850378997197969,0.924768328666687,7
Negative Regulation Of Triglyceride Metabolic Process (GO:0090209),0.8500062716174759,0.9103291630744934,8
Maintenance Of DNA Repeat Elements (GO:0043570),0.8497984042031121,0.9183528423309326,5
Regulation Of Histone H3-K4 Methylation (GO:0051569),0.849767275362141,0.9055635929107666,14
Regulation Of Calcium-Mediated Signaling (GO:0050848),0.8495966659059486,0.924101710319519,30
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),0.8492785017838296,0.9123436808586121,22
Regulation Of Gastrulation (GO:0010470),0.8488145792162964,0.9036933779716492,13
Establishment Of Protein Localization To Vacuole (GO:0072666),0.8478131617433284,0.9208316802978516,27
Short-Chain Fatty Acid Metabolic Process (GO:0046459),0.847787487685683,0.9150453209877014,6
Axon Regeneration (GO:0031103),0.8471924516569476,0.9150453209877014,9
Positive Regulation Of Extracellular Matrix Organization (GO:1903055),0.8471198822100185,0.9191141128540039,18
Establishment Of Mitotic Sister Chromatid Cohesion (GO:0034087),0.8470951846492907,0.9168960452079773,6
Lipid Droplet Formation (GO:0140042),0.8470775163195886,0.9023342728614807,12
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),0.8470726115401609,0.9367090463638306,44
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",0.8470679811571953,0.9454425573348999,94
Regulation Of Protein Deacetylation (GO:0090311),0.847029705339578,0.9058667421340942,18
Branching Involved In Blood Vessel Morphogenesis (GO:0001569),0.8469549600819419,0.924768328666687,13
Meiosis I (GO:0007127),0.8466132758597993,0.9201430678367615,26
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),0.8464647105215138,0.9754729866981506,244
Regulation Of Endothelial Cell Proliferation (GO:0001936),0.8460287482271109,0.948428750038147,93
