gene,score,logfoldchange,pval,pval_adj
POU2AF1,38.56239700317383,1.7014694213867188,0.0,0.0
CEACAM5,38.55965805053711,2.4311256408691406,0.0,0.0
SLA,38.5501708984375,0.6466391086578369,0.0,0.0
SRPRA,38.53676986694336,0.3920041620731354,0.0,0.0
NDUFA1,38.39750289916992,0.6426196098327637,0.0,0.0
STK24,38.38017654418945,0.4530780017375946,0.0,0.0
SNX17,38.34672546386719,0.47535961866378784,0.0,0.0
PSMC3,38.32679748535156,0.5946229100227356,0.0,0.0
TUBA1C,38.3244743347168,0.9892326593399048,0.0,0.0
CHPF,38.27997970581055,0.7563004493713379,0.0,0.0
LAMTOR4,38.2485237121582,0.36784300208091736,0.0,0.0
ARF1,38.19643783569336,0.4194379150867462,0.0,0.0
NEK6,38.19198989868164,0.39553797245025635,0.0,0.0
TMCO1,38.18128204345703,0.44934549927711487,0.0,0.0
C14orf119,38.146087646484375,0.6769038438796997,0.0,0.0
SELENOK,38.14479446411133,0.5522398948669434,0.0,0.0
ADAR,38.100257873535156,0.3310273289680481,0.0,0.0
TSPO,38.05488204956055,0.42023125290870667,0.0,0.0
CCT6A,38.04931640625,0.6040758490562439,0.0,0.0
NDUFB5,38.019840240478516,0.5170716047286987,0.0,0.0
PSMG3,38.01036834716797,0.8318530917167664,0.0,0.0
COPA,38.00324630737305,0.40281832218170166,0.0,0.0
GDI2,38.000274658203125,0.6365734934806824,0.0,0.0
DTX3L,37.97306442260742,0.49525704979896545,0.0,0.0
EPCAM,37.957923889160156,0.6354197263717651,0.0,0.0
EIF3B,37.95740509033203,0.4523102343082428,0.0,0.0
SERPINF1,37.867435455322266,0.7196170687675476,0.0,0.0
PMEPA1,37.84346389770508,0.8309619426727295,0.0,0.0
IER3,37.83006286621094,0.6826319098472595,0.0,0.0
SUMO2,37.826385498046875,0.5102168321609497,0.0,0.0
CD3D,37.810997009277344,1.1548291444778442,0.0,0.0
ACAP1,37.77003479003906,0.5317208766937256,0.0,0.0
RAB5IF,37.690547943115234,0.7293872833251953,0.0,0.0
CLSTN1,37.663047790527344,0.419141560792923,2.00087511785943e-310,7.05259724778446e-309
APEX1,37.63166427612305,0.6028693914413452,6.52752397905295e-310,2.2963168986232586e-308
SLC50A1,37.596920013427734,0.909394383430481,2.4136708824314e-309,8.474562504101857e-308
NBL1,37.56736755371094,0.4409754276275635,7.33477872032314e-309,2.5702997833504463e-307
PPP1R18,37.53599166870117,0.4365653395652771,2.384758937010152e-308,8.340659787044018e-307
GADD45GIP1,37.457889556884766,0.650453507900238,4.469124124706038e-307,1.5600521703269224e-305
SLC39A1,37.42314910888672,0.6831826567649841,1.642404650834524e-306,5.722150461732151e-305
SOD1,37.38224411010742,0.6124894022941589,7.592726559395748e-306,2.6402246470575753e-304
TSPAN3,37.281463623046875,0.36817169189453125,3.2776660814791515e-304,1.1375577367621118e-302
MTHFD2,37.26581573486328,1.0269486904144287,5.875315311105521e-304,2.0352002194522994e-302
H3F3A,37.25601577758789,0.32394760847091675,8.467214633692949e-304,2.9274220842530763e-302
IFNAR2,37.24469757080078,0.4225470721721649,1.291169036059927e-303,4.4555187996251145e-302
TOMM20,37.21508026123047,0.4847525358200073,3.8919845033191803e-303,1.3404735959812842e-301
CALU,37.203399658203125,0.4410792589187622,6.013058111701325e-303,2.0670744634179347e-301
HMGN1,37.194541931152344,0.4893091022968292,8.361532415298464e-303,2.8689417292870366e-301
PSMB10,37.152870178222656,0.3800939917564392,3.940567354402586e-302,1.3494950549679461e-300
SPG21,37.1049690246582,0.4640573561191559,2.33602306056647e-301,7.969805468143945e-300
BCL3,37.10102844238281,0.42288944125175476,2.704284960363473e-301,9.208828748265972e-300
SPINT1,37.08980178833008,0.7356096506118774,4.102347702516569e-301,1.3943355480621166e-299
TMED7,37.06087875366211,0.4150210916996002,1.1997781630738844e-300,4.07024179075084e-299
RAB13,37.05318069458008,0.5435113906860352,1.5961414559750482e-300,5.40476213613124e-299
SLC38A10,37.05162048339844,0.34763142466545105,1.6910981464467953e-300,5.715595641878682e-299
